BGP_ID,Lat,Long,Johanna Pop_ID,State,CityTown,Climate,Urban,Sex,Month,Day,Record_no,Inversion_geno,inv_k3,Band_no,color,Population,sample #,raw data,coverage,Q20(%),Q30(%),GC(%),Final DNA Quant,F_MISS,MEAN_DEPTH,pop1,pop2,Body Feathers/Upper Calamus,
24N06751,38.668,-100.92222,Contact,KS,Scott City,,,M,5,30,,AA,AwAw,289191744,#004488,western 1,Y_24N06751,8031374700,7.107411239,98.1,94.62,43.5,3.319055,0.00763271,9.62591,0.8842376,0.1157624,,
24N06752,38.66788,-100.92074,Contact,KS,Scott City,,,M,5,30,,AA,AwAw,289191745,#004488,western,Y_24N06752,7231189500,6.399282743,98.29,94.94,41.9,2.51718,0.00604142,8.86974,0.9558278,0.0441722,,
24N06753,38.12846,-97.85297,Contact,KS,Hutchinson,,,F,6,3,,AB,AwB,294128010,#df65a6,hybrid 2,Y_24N06753,7569740700,6.698885575,98.07,94.56,43.57,3.36995,0.0109514,10.6353,0.5741907,0.4258093,,
24N06754,38.12036,-97.85231,Contact,KS,Hutchinson,,,M,6,5,,AA,AwAw,289191746,#df65a6,hybrid 3,Y_24N06754,8369983200,7.407064779,98.24,94.89,42.24,2.93594,0.00364751,9.8866,0.6960195,0.3039805,,
24N06755,39.73151,-100.8154,Contact,KS,Atwood,,,M,6,7,,AA,AwAw,289191747,#004488,western,Y_24N06755,7531227900,6.664803451,98.36,95.21,42.32,4.48168,0.00392854,9.44228,0.9324232,0.0675769,,
24N06756,40.09328,-101.76205,Contact,NE,Parks,,,M,6,8,,AA,AwAw,289191749,#004488,western,Y_24N06756,6152513100,5.444701858,98.14,94.58,41.85,1.94886,0.0125228,7.28641,0.9402945,0.0597055,,
24N06757,40.08761,-101.76068,Contact,NE,Parks,,,M,6,8,,AA,AwAw,289191750,#004488,western,Y_24N06757,7836258000,6.934741593,98.38,95.19,42.3,3.749575,0.00394841,9.76697,0.9307149,0.0692851,,
24N06758,40.12546,-101.78421,Contact,NE,Parks,,,M,6,8,,AA,AwAw,289191751,#004488,western,Y_24N06758,6735193500,5.96034823,98.34,95.03,41.75,2.395975,0.00746865,8.11552,0.9539904,0.0460096,,
24N06759,42.69836,-103.57119,,NE,Crawford,,,M,6,9,,AA,AwAw,289191753,#004488,western,Y_24N06759,6866032800,6.076135221,98.14,94.56,41.79,1.8637,0.0122432,7.98151,0.9729569,0.0270431,,
24N06760,42.69888,-103.57166,,NE,Crawford,,,M,6,9,,AB,AwB,289191754,#004488,western,Y_24N06760,5176177200,4.580687788,98.02,94.34,43.26,2.17976,0.0238663,7.37146,0.9093149,0.090685,,
24N06761,42.69868,-103.57291,,NE,Crawford,,,M,6,9,,AA,AwAw,289191755,#004488,western,Y_24N06761,6888268500,6.095812832,98,94.43,45.34,1.314205,0.0199429,10.4638,0.9598817,0.0401182,,
24N06762,42.69977,-103.57425,,NE,Crawford,,,M,6,9,,AB,AwB,289191756,#004488,western,Y_24N06762,5938378500,5.255202212,97.76,93.8,45.4,0.70677,0.0474574,11.0629,0.914153,0.085847,,
24N06763,42.70202,-103.5761,,NE,Crawford,,,M,6,9,,AA,AwAw,289191757,#004488,western,Y_24N06763,6463270800,5.719708673,98.08,94.62,43.85,1.813025,0.0591945,12.6757,0.9097116,0.0902884,,
24N06764,38.08759,-102.53044,Contact,CO,West Farm,,,M,5,15,,AA,AwAw,282184652,#004488,western,Y_24N06764,7020229200,6.212592212,98.4,95.11,40.93,1.85726,0.0304712,9.06461,0.9450427,0.0549573,,
24N06765,40.838818,-102.81673,Contact,CO,Crook,,,M,5,27,,AA,AwAw,282184653,#004488,western,Y_24N06765,5421534000,4.797817699,98.07,94.42,42.69,2.72921,0.017969,7.06421,0.9463042,0.0536958,,
24N06766,40.93759,-102.47124,Contact,CO,Sedgwick,,,M,5,31,,AB,AwB,282184654,#004488,western,Y_24N06766,5526751800,4.890930796,98.11,94.5,41.64,4.36406,0.0284805,6.24343,0.9301686,0.0698314,,
24N06767,41.706042,-103.5743,Contact,NE,Melbeta,,,F,6,5,,AA,AwAw,282184655,#004488,western,Y_24N06767,6573542100,5.817293894,98.02,94.28,42.03,3.60319,0.0113508,8.03124,0.9869736,0.0130264,,
24N06768,41.706042,-103.5743,Contact,NE,Melbeta,,,M,6,5,,AA,AwAw,282184656,#004488,western,Y_24N06768,4922211600,4.355939469,98,94.26,42.25,1.589885,0.0356409,5.7981,0.9791119,0.0208882,,
24N06769,41.705925,-103.57476,Contact,NE,Melbeta,,,M,6,6,,AB,AwB,282184657,#004488,western,Y_24N06769,8150805000,7.21310177,98.11,94.46,41.46,1.165585,0.0065461,9.37926,0.922367,0.0776329,,
24N06770,43.32777,-103.44594,,SD,Angostura,,,M,6,10,,AB,AwB,289191758,#004488,western,Y_24N06770,11109989700,9.831849292,98.4,95.27,41.55,0.78881,0.00119769,12.9517,0.9538473,0.0461527,,
24N06771,43.31859,-103.44095,,SD,Angostura,,,M,6,10,,AB,AwB,289191759,#004488,western,Y_24N06771,11688584100,10.34387973,98.16,94.61,41.4,0.80789,0.00166117,12.8834,0.9430374,0.0569626,,
24N06772,43.31738,-103.44226,,SD,Angostura,,,M,6,10,,AA,AwAw,289191760,#004488,western,Y_24N06772,10309709700,9.123636903,98.14,94.65,42.35,1.52471,0.00463848,14.1515,0.9711657,0.0288343,,
24N06773,45.52802,-103.1781,,SD,Reva Gap,,,M,6,11,,AA,AwAw,289191763,#004488,western,Y_24N06773,6746536200,5.970386018,98.09,94.45,41.81,2.578265,0.0122513,8.00996,0.971005,0.0289949,,
24N06774,46.92583,-103.52152,,ND,Medora,,,M,6,12,,AA,AwAw,289191765,#004488,western,Y_24N06774,3692936100,3.268085044,97.91,93.95,42,2.236225,0.0652116,4.4189,0.9689259,0.0310742,,
24N06775,46.92584,-103.51052,,ND,Medora,,,M,6,12,,AA,AwAw,289191766,#004488,western,Y_24N06775,5809452300,5.14110823,98.13,94.64,42.19,1.91871,0.0191895,7.0313,0.9655306,0.0344694,,
24N06776,46.94107,-103.53071,,ND,Medora,,,M,6,12,,AA,AwAw,289191767,#004488,western,Y_24N06776,6016848900,5.324645044,98.19,94.7,42.6,2.90613,0.0136543,8.15237,0.9613068,0.0386933,,
24N06777,46.95193,-103.49447,,ND,Medora,,,M,6,12,,AA,AwAw,289191768,#004488,western,Y_24N06777,6622981200,5.86104531,98.38,95.18,41.21,3.809295,0.010766,7.6951,0.9507593,0.0492407,,
24N06778,46.96375,-103.4896,,ND,Medora,,,M,6,13,,AB,AwB,289191769,#004488,western,Y_24N06778,6810374700,6.026880265,98.39,95.2,41.1,3.14426,0.0105732,7.90583,0.9502231,0.0497768,,
24N06779,40.78683,-77.9484,eastern,PA,Scotia,,,M,5,6,,BB,BB,289191727,#5aae61,eastern,Y_24N06779,5265248700,4.659512124,98.02,94.32,42.29,1.72256,0.0305735,6.06634,0.0038246,0.9961754,,
24N06780,40.78356,-77.94736,eastern,PA,Scotia,,,M,5,8,,BB,BB,289191729,#5aae61,eastern,Y_24N06780,6419210700,5.680717434,98.12,94.58,42.15,3.050095,0.0162402,7.26867,0.0074692,0.9925308,,
24N06781,30.538742,-95.551715,,TX,Huntsville,,,M,6,1,,AA,AeAe,294128002,#5aae61,eastern,Y_24N06781,4684679400,4.145733982,97.97,94.09,41.9,3.012455,0.0442454,5.41587,0.0821192,0.9178809,,
24N06782,30.539252,-95.55349,,TX,Huntsville,,,M,6,1,,AA,AeAe,289191702,#5aae61,eastern,Y_24N06782,5038287600,4.458661593,98.09,94.38,41.48,3.044735,0.0351686,5.49949,0.0367869,0.9632131,,
24N06783,30.557359,-95.641603,,TX,Huntsville,,,M,6,2,,AB,AeB,289191706,#5aae61,eastern,Y_24N06783,6777799800,5.99805292,98.43,95.31,41.12,3.1954,0.0116083,7.70721,0.0361216,0.9638784,,
24N06784,34.071637,-94.643631,,OK,Broken Bow,,,M,6,5,,AB,AeB,289191709,#5aae61,eastern,Y_24N06784,5909188500,5.229370354,98.32,95.04,41.32,3.033025,0.0186061,6.70172,0.0236451,0.9763549,,
24N06785,34.546091,-95.344616,,OK,Clayton,,,M,6,6,,AA,AeAe,289191711,#5aae61,eastern,Y_24N06785,6577070400,5.820416283,98.46,95.4,41.02,2.88679,0.0141531,7.19058,0.0736683,0.9263316,,
24N06786,38.127536,-97.854052,contact,KS,Hutchinson,,,M,6,10,,AA,AeAw,289191717,#df65a6,hybrid 4,Y_24N06786,7151901600,6.32911646,98.34,95.02,41.07,3.119865,0.0108977,8.05132,0.8801437,0.1198563,,
24N06787,39.085543,-96.565184,eastern,KS,Manhattan,,,M,6,11,,BB,BB,289191719,#5aae61,eastern,Y_24N06787,7179817200,6.353820531,98.45,95.39,41.1,2.17047,0.010596,7.89799,0.0001014,0.9998986,,
24N06788,38.880117,-94.90558,eastern,KS,Olathe,,,M,6,14,,BB,BB,289191724,#5aae61,eastern,Y_24N06788,6308277300,5.582546283,98.25,94.88,41.95,2.60754,0.0157774,7.28248,0.0001005,0.9998994,,
24N06790,32.607293,-86.569899,eastern,AL,Browntown,,,M,6,8,,AB,AeB,283161423,#5aae61,eastern,Y_24N06790,4262757000,3.772351327,98.1,94.81,46.2,0.838015,0.0582491,5.02705,0.0248577,0.9751422,,
24N06791,32.607293,-86.569899,eastern,AL,Browntown,,,F,6,8,,BB,BB,283161424,#5aae61,eastern,Y_24N06791,6492401400,5.745487965,98.39,95.32,42.06,0.37797,0.0199753,7.55266,0.000101,0.999899,,
24N06792,32.607293,-86.569899,eastern,AL,Browntown,,,M,6,8,,BB,BB,283161425,#5aae61,eastern,Y_24N06792,5042782500,4.462639381,98.25,95.13,44.44,0.557555,0.0422686,5.71453,0.007259,0.992741,,
24N06793,32.607293,-86.569899,eastern,AL,Browntown,,,F,6,16,,AB,AeB,283161431,#5aae61,eastern,Y_24N06793,3299715600,2.920102301,98.03,94.65,44.03,0.56215,0.110972,4.13643,0.0460859,0.9539141,,
24N06794,32.607293,-86.569899,eastern,AL,Browntown,,,M,6,29,,BB,BB,289159004,#5aae61,eastern,Y_24N06794,3235473300,2.863250708,98.29,95.26,44.05,0.31109,0.113802,3.94297,0.0001012,0.9998988,,
24N06795,32.607293,-86.569899,eastern,AL,Browntown,,,M,6,8,,BB,BB,289159014,#5aae61,eastern,Y_24N06795,3372615300,2.98461531,98.02,94.68,45.99,0.88725,0.103448,4.18293,0.0161229,0.9838771,,
24N06796,32.607293,-86.569899,eastern,AL,Browntown,,,M,6,8,,BB,BB,289159019,#5aae61,eastern,Y_24N06796,6483909900,5.737973363,98.37,95.21,42.12,0.50672,0.0170642,7.59018,0.0001009,0.9998991,,
24N06797,32.607293,-86.569899,eastern,AL,Browntown,,,M,6,29,,BB,BB,289159023,#5aae61,eastern,Y_24N06797,2636929500,2.333565929,97.91,94.58,47.06,0.52908,0.154133,3.3733,0.0149526,0.9850475,,
24N06798,32.607293,-86.569899,eastern,AL,Browntown,,,F,7,6,,BB,BB,289159026,#5aae61,eastern,Y_24N06798,3942584400,3.489012743,98.09,94.76,46.01,0.194745,0.0441432,5.40681,0.0001012,0.9998988,,
24N06799,40.57851,-105.1793,western,CO,Lory SP,,,U,5,15,,AA,AwAw,282120824,#004488,western,Y_24N06799,1883898600,1.667166903,97.85,94.37,49.02,0.330675,0.247825,2.53772,0.9468611,0.0531389,,
24N06800,40.57851,-105.1793,western,CO,Lory SP,,,U,5,17,,AA,AwAw,282120827,#004488,western,Y_24N06800,3302837700,2.922865221,97.96,94.63,43.97,0.460305,0.122361,3.97228,0.9721384,0.0278616,,
24N06801,40.57851,-105.1793,western,CO,Lory SP,,,F,5,17,,AA,AwAw,282120828,#004488,western,Y_24N06801,4483701900,3.967877788,97.98,94.6,46.16,2.23933,0.0370652,6.39373,0.9784665,0.0215336,,
24N06802,40.57851,-105.1793,western,CO,Lory SP,,,M,5,10,,AA,AwAw,133190509,#004488,western,Y_24N06802,7070930700,6.257460796,98.36,95.25,42.92,1.15789,0.00631289,9.33257,0.9849421,0.015058,,
24N11957,40.57851,-105.1793,western,CO,Lory SP,,,M,6,21,,AA,AwAw,273159930,#004488,western,Y_24N11957,5264289900,4.658663628,98.06,94.39,41.92,2.468915,0.0297422,6.05256,0.9896322,0.0103678,,
24N12014,37.810235,-84.75956,eastern,KY,Mercer County,,,F,5,24,,BB,BB,274142265,#5aae61,eastern,Y_24N12014,5410350900,4.78792115,98.2,94.94,43.25,0.52799,0.0356938,6.31026,0.0001015,0.9998985,,
24N12015,37.810235,-84.75956,eastern,KY,Mercer County,,,U,7,2,,BB,BB,274142281,#5aae61,eastern,Y_24N12015,7518439500,6.653486283,98.24,94.96,42.9,1.448095,0.00879803,8.75031,0.0071867,0.9928133,,
24N12016,37.810235,-84.75956,eastern,KY,Mercer County,,,F,7,19,,BB,BB,274142282,#5aae61,eastern,Y_24N12016,6557728200,5.803299292,98.22,94.99,43.39,0.78826,0.0156001,7.76129,0.0001015,0.9998985,,
24N12017,37.810235,-84.75956,eastern,KY,Mercer County,,,M,6,26,,BB,BB,294142277,#5aae61,eastern,Y_24N12017,6451029900,5.708876018,98.26,95.09,42.88,0.178,0.0211266,7.24437,0.000101,0.999899,,
24N12082,24.371861,-110.98072,western,Baja California Sur,,,,M,7,9,,AA,AwAw,,#004488,western,Y_24N12082,5955262800,5.270144071,98.16,94.69,42.54,1.094145,0.0118482,7.6562,0.9998987,0.0001013,,
24N12085,19.55,-101.583,western,Michoacan,,,,F,7,29,,AA,AwAw,,#004488,western,Y_24N12085,5668237800,5.016139646,98.33,95.16,42.42,1.06201,0.0765765,6.73861,0.8551725,0.1448275,,
24N12086,19.738611,-96.507778,eastern,Veracruz,,,,U,7,15,,AA,AwAw,,#004488,western,Y_24N12086,6229941000,5.513222124,98.11,94.74,45.2,0.56881,0.0136241,8.79464,0.9998984,0.0001016,,
24N12089,26.275,-108.795,western,Sinaloa,,,,U,8,1,,AA,AwAw,,#004488,western,Y_24N12089,5460474900,4.832278673,98.35,95.18,41.86,2.98922,0.0323178,6.62899,0.9998984,0.0001016,,
24N12090,26.275,-108.795,western,Sinaloa,,,,U,7,17,,AA,AwAw,,#004488,western,Y_24N12090,5422035300,4.798261327,98.41,95.38,41.68,1.71502,0.075879,6.1312,0.9973043,0.0026958,,
24N12091,26.305,-108.80833,western,Sinaloa,,,,F,6,20,,AA,AwAw,,#004488,western,Y_24N12091,6855217800,6.066564425,98.39,95.24,41.13,2.12048,0.0092181,8.26142,0.9998983,0.0001017,,
24N12093,49.155472,-119.5622,western,British Columbia,Oliver,,,M,6,29,,AA,AwAw,193129264,#004488,western,Y_24N12093,5996493900,5.30663177,98.08,94.4,41.95,2.107165,0.0152588,7.42836,0.9998987,0.0001013,,
24N12094,49.091554,-119.53559,western,British Columbia,,,,M,6,24,,AA,AwAw,224136769,#004488,western,Y_24N12094,6367034100,5.634543451,98.22,94.84,42.15,2.832225,0.0149101,7.48488,0.9998989,0.0001011,,
24N12095,49.105428,-119.55063,western,British Columbia,,,,M,6,26,,AA,AwAw,224136783,#004488,western,Y_24N12095,5005694400,4.429818053,98,94.24,42.32,2.83132,0.0280942,5.9689,0.9998988,0.0001012,,
24N12096,49.487007,-119.61655,western,British Columbia,Penticton,,,F,7,10,,AA,AwAw,224136794,#004488,western,Y_24N12096,6264479700,5.543787345,98.32,95.08,41.72,1.81498,0.014184,7.69688,0.9998985,0.0001015,,
24N12097,49.093729,-119.53857,western,British Columbia,,,,F,6,19,,AA,AwAw,224136816,#004488,western,Y_24N12097,6885418500,6.093290708,98.23,94.86,41.9,2.44256,0.00950943,8.32405,0.9998987,0.0001012,,
24N12098,49.098996,-119.54285,western,British Columbia,,,,F,6,19,,AA,AwAw,224136817,#004488,western,Y_24N12098,7448209800,6.591336106,98.35,95.13,41.48,2.802845,0.00676754,8.94031,0.9998989,0.0001011,,
24N12099,49.105428,-119.55063,western,British Columbia,,,,F,6,26,,AA,AwAw,224136834,#004488,western,Y_24N12099,7403140800,6.551452035,98.27,94.97,41.63,3.5712,0.00756429,8.83465,0.9998988,0.0001012,,
24N12100,49.106312,-119.55583,western,British Columbia,,,,F,6,26,,AA,AwAw,224136835,#004488,western,Y_24N12100,6424369200,5.685282478,98.2,94.76,41.96,2.3026,0.0127979,7.71419,0.9998987,0.0001013,,
24N12101,49.012007,-117.60006,western,British Columbia,Trail,,,M,6,26,,AA,AwAw,224136841,#004488,western,Y_24N12101,6326540400,5.598708319,98.15,94.62,42.01,2.598945,0.0143745,7.4945,0.9998987,0.0001013,,
24N12102,49.156009,-119.56154,western,British Columbia,Oliver,,,F,6,29,,AA,AwAw,224136847,#004488,western,Y_24N12102,7681389300,6.797689646,98.24,94.86,41.94,2.81292,0.00593843,9.04391,0.9998989,0.0001012,,
24N12103,49.487007,-119.61655,western,British Columbia,Penticton,,,M,7,10,,AA,AwAw,224136859,#004488,western,Y_24N12103,7418354400,6.564915398,98.37,95.19,41.39,2.512185,0.0070986,8.47662,0.9998988,0.0001012,,
24N12104,49.097736,-119.54372,western,British Columbia,,,,F,7,16,,AA,AwAw,224136868,#004488,western,Y_24N12104,6053427300,5.35701531,98.21,94.81,41.92,0.43621,0.0174975,7.34547,0.9998989,0.0001011,,
24N12105,49.105485,-119.55253,western,British Columbia,,,,F,7,3,,AB,AwB,224138004,#004488,western,Y_24N12105,5675882100,5.022904513,98.01,94.24,42.17,1.621975,0.0181581,6.91448,0.9862156,0.0137844,,
24N12106,49.487618,-119.61658,western,British Columbia,Penticton,,,M,7,10,,AA,AwAw,224138418,#004488,western,Y_24N12106,6598310700,5.839213009,98.25,94.86,41.73,0.510835,0.0113428,7.60656,0.9998987,0.0001013,,
24N12107,49.093729,-119.53857,western,British Columbia,,,,M,7,19,,AA,AwAw,224138423,#004488,western,Y_24N12107,5409407100,4.787085929,98,94.2,42.13,0.66701,0.0231836,6.27019,0.9998987,0.0001013,,
YBCH1,30.310074,-97.593079,Eastern,TX,Ausin,,,M,5,,23E29J01,BB,BB,294128001,#5aae61,eastern,,7310837361,6.469767576,,,,,0.00830365,8.36515,0.0001005,0.9998995,,
YBCH3,30.533706,-95.552133,Eastern,TX,Huntsville,,,M,6,,23F01J01,AB,AeB,289191701,#5aae61,eastern,,5479708357,4.849299431,,,,,0.017357,6.07102,0.0210423,0.9789577,,
YBCH5,30.545919,-95.583676,Eastern,TX,Huntsville,,,M,6,,23F01A02,AB,AeB,294128004,#5aae61,eastern,,3705516055,3.279217748,,,,,0.0582021,4.02383,0.0157981,0.9842019,,
YBCH7,30.539837,-95.657882,Eastern,TX,Huntsville,,,M,6,,23F02J01,AA,AeAe,289191703,#5aae61,eastern,,3858901072,3.414956701,,,,,0.0562142,4.1612,0.0001008,0.9998992,,
YBCH6,30.552398,-95.64674,Eastern,TX,Huntsville,,,M,6,,23F02A01,BB,BB,289191704,#5aae61,eastern,,4359054256,3.857570138,,,,,0.0410783,4.76264,0.0904132,0.9095868,,
YBCH8,30.553504,-95.642479,Eastern,TX,Huntsville,,,M,6,,23F02J02,AA,AeAe,289191705,#5aae61,eastern,,4213302964,3.728586694,,,,,0.0431029,4.40834,0.0391454,0.9608546,,
YBCH11,34.070471,-94.643301,Eastern,OK,Broken Bow,,,M,6,,23F05A01,AB,AeB,289191708,#5aae61,eastern,,4689864556,4.150322616,,,,,0.0318977,5.01912,0.0120332,0.9879667,,
YBCH12,34.077209,-94.649573,Eastern,OK,Broken Bow,,,M,6,,23F05A02,BB,BB,289191710,#5aae61,eastern,,6356154403,5.624915401,,,,,0.0121675,7.01986,0.0215811,0.9784189,,
YBCH14,34.538336,-95.34979,Eastern,OK,Clayton,,,M,6,,23F06A01,AB,AeB,289191712,#5aae61,eastern,,6339222737,5.609931626,,,,,0.0154111,6.96111,0.0085326,0.9914674,,
YBCH15,34.532455,-95.353284,Eastern,OK,Clayton,,,M,6,,23F06J02,BB,BB,289191713,#5aae61,eastern,,8329502542,7.371241188,,,,,0.00445309,8.75936,0.0001006,0.9998994,,
YBCH16,34.532455,-95.353284,Eastern,OK,Clayton,,,M,6,,23F06A02,BB,BB,289191714,#5aae61,eastern,,9518615002,8.423553099,,,,,0.0022453,10.6916,0.0001016,0.9998984,,
YBCH17,35.081087,-97.235021,Eastern,OK,Slaughterville,,,M,6,,23F08J01,AA,AeAe,289191715,#5aae61,eastern,,6512503255,5.763277217,,,,,0.0143576,7.13099,0.0865795,0.9134205,,
YBCH18,38.128486,-97.852969,Hybrid,KS,Hutchinson,,,M,6,,23F10A01,AA,AwAw,289191716,#df65a6,hybrid 5,,6759849543,5.982167737,,,,,0.0113214,7.55159,0.7468833,0.2531167,,
YBCH20,38.12814,-97.852481,Hybrid,KS,Hutchinson,,,M,6,,23F10A02,AB,AwB,289191718,#df65a6,hybrid 6,,5636753180,4.98827715,,,,,0.0169729,6.14754,0.5097497,0.4902504,,
YBCH22,39.210025,-95.811014,Eastern,KS,Grove,,,M,6,,23F12A01,AB,AeB,289191720,#5aae61,eastern,,7882355067,6.975535458,,,,,0.00807779,8.85387,0.0004079,0.9995921,,
YBCH23,38.88202,-94.903304,Eastern,KS,Olathe,,,M,6,,23F14J01,BB,BB,289191721,#5aae61,eastern,,5921300086,5.240088572,,,,,0.0161343,6.50338,0.000101,0.999899,,
YBCH24,38.88202,-94.903304,Eastern,KS,Olathe,,,F,6,,23F14A01,AB,AeB,289191722,#5aae61,eastern,,3694648389,3.269600344,,,,,0.0639374,4.38032,0.0001011,0.9998989,,
YBCH26,38.880117,-94.90558,Eastern,KS,Olathe,,,M,6,,23F14J02,BB,BB,289191724,#5aae61,eastern,,3100419569,2.743734132,,,,,0.085813,3.51357,0.0001016,0.9998984,,
YBCH27,40.85,-74.52,Eastern,NJ,Denville,,,M,8,23,CU51660,BB,BB,,#5aae61,eastern,,5029957899,4.451290176,,,,,0.0287343,5.79885,0.0001004,0.9998996,,
YBCH28,37.697289,-92.146359,Eastern,MO,Fort Leonard Wood,,,F,5,31,CU52986,AB,AeB,,#5aae61,eastern,,4158001978,3.679647768,,,,,0.0573568,4.88988,0.000101,0.999899,,
YBCH29,37.697289,-92.14636,Eastern,MO,Fort Leonard Wood,,,M,6,29,CU52988,BB,BB,,#5aae61,eastern,,5883428843,5.206574197,,,,,0.0200378,6.77154,0.0001002,0.9998997,,
YBCH31,39.206089,-75.96993,Eastern,MD,Foreman's Branch,,,U,,,,BB,BB,,#5aae61,eastern,,5392310178,4.77195591,,,,,0.0229202,6.02698,0.0001007,0.9998993,,
YBCH32,39.206089,-75.96993,Eastern,MD,Foreman's Branch,,,U,,,,BB,BB,,#5aae61,eastern,,6140311859,5.4339043,,,,,0.0135719,7.01162,0.000101,0.999899,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5664022572,5.012409356,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,6.413630553,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4.571700306,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
